episode,score
0,0.3434999923221767
1,0.5884999868459999
2,0.7894999823532999
3,0.7704999827779829
4,0.9209999794140458
5,0.8194999816827476
6,1.0799999758601189
7,1.064999976195395
8,1.8234999592415988
9,2.3489999474957584
10,2.307499948423356
11,2.648999940790236
12,3.4719999223947524
13,3.203999928385019
14,3.325999925658107
15,3.790999915264547
16,4.699999894946814
17,6.654499851260335
18,8.89049980128184
19,9.875499779265374
20,14.918999666534365
21,17.89249960007146
22,21.951999509334563
23,26.99499939661473
24,30.04899932835251
25,32.91749926423654
26,34.43499923031777
27,35.87199919819832
28,38.152999147214
29,37.59249915974215
30,38.04249914968386
31,37.93299915213138
32,38.158499147091064
33,38.65349913602695
34,38.15499914716929
35,38.73399913422763
36,38.27399914450943
37,38.49349913960323
38,38.46549914022908
39,37.75499915610999
40,37.276499166805294
41,37.09999917075038
42,38.5489991383627
43,38.009999150410295
44,38.23099914547056
45,37.76749915583059
46,37.876999153383075
47,37.100499170739205
48,36.940499174315484
49,37.393499164190146
50,37.16899916920811
51,37.66999915800989
52,37.445499163027854
53,37.34799916520715
54,36.751999178528784
55,37.26649916702881
56,36.504999184049666
57,37.00699917282909
58,37.18149916892871
59,37.52749916119501
60,37.14149916982278
61,37.67399915792048
62,37.63849915871397
63,36.04949919423088
64,37.21349916821346
65,36.854999176226556
66,37.64349915860221
67,36.82349917693064
68,36.99499917309731
69,37.206499168369916
70,37.19549916861579
71,36.716999179311095
72,37.12849917011336
73,37.048999171890316
74,36.34949918752536
75,37.18099916893989
76,36.72649917909875
77,36.35499918740243
78,35.57299920488149
79,36.902999175153674
80,37.45949916271493
81,37.74549915632233
82,37.90899915266782
83,37.810999154858294
84,37.104499170649795
85,37.761999155953525
86,36.3129991883412
87,36.699999179691076
88,35.829499199148266
89,36.58499918226153
90,37.12999917007983
91,37.14749916968867
92,36.65149918077513
93,36.93699917439371
94,37.10749917058274
95,37.08849917100743
96,35.651499203126875
97,36.493499184306714
98,36.96949917366728
99,36.98899917323142
100,37.689499157574026
101,37.250499167386444
102,37.3864991643466
103,36.459999185055494
104,37.465999162569645
105,37.84899915400892
106,36.79799917750061
107,37.07099917139858
108,35.25449921200052
109,36.36099918726832
110,37.41499916370958
111,36.20049919085577
112,37.20299916844815
113,37.224499167967586
114,35.865499198343606
115,37.90099915284664
116,36.97849917346612
117,35.38699920903891
118,34.8479992210865
119,36.46549918493256
120,35.957499196287245
121,35.75299920085818
122,36.927499174606055
123,36.732499178964645
124,36.9594991738908
125,34.252499234396964
126,36.4434991854243
127,36.56149918278679
128,33.92899924162775
129,35.653999203070995
130,35.696499202121046
131,35.6394992033951
132,37.88349915323779
133,35.56649920502677
134,37.93799915201962
135,38.205999146029356
136,36.89199917539954
137,37.92449915232137
138,37.64599915854633
139,37.50049916179851
140,38.167499146889895
141,37.62149915909394
142,35.923999197036025
143,37.32699916567653
144,37.61299915928394
145,37.746499156299976
146,36.78099917788059
147,37.07399917133152
148,36.65199918076396
149,35.99699919540435
150,37.3054991661571
151,36.69549917979166
152,36.77449917802587
153,36.02999919466674
154,36.814999177120626
155,36.04299919437617
156,34.30549923321232
157,36.791999177634715
158,34.316999232955276
159,36.493499184306714
160,34.96299921851605
161,35.634499203506856
162,36.29149918882176
163,35.26549921175465
164,36.617499181535095
165,36.66649918043986
166,37.394999164156616
167,35.17399921379983
168,37.217999168112875
169,37.39849916407839
170,36.66249918052927
171,36.46449918495491
172,37.19399916864931
173,38.19599914625287
174,37.55649916054681
175,37.39799916408956
176,37.0029991729185
177,37.494499161932616
178,36.816499177087096
179,36.94199917428195
180,37.26999916695058
181,38.13799914754927
182,35.811499199550596
183,36.25799918957055
184,34.11049923757091
185,35.6519992031157
186,36.04299919437617
187,36.021999194845556
188,35.97399919591844
189,37.79599915519357
190,34.5059992287308
191,37.11799917034805
192,37.68799915760756
193,35.786999200098215
194,35.89899919759482
195,34.03249923931435
196,36.97799917347729
197,35.10149921542033
198,35.82999919913709
199,35.91449919724837
200,36.397999186441304
201,37.41599916368723
202,36.654999180696905
203,37.476499162334946
204,38.1219991479069
205,37.02399917244911
206,38.11249914811924
207,37.38699916433543
208,36.25249918969348
209,37.331999165564774
210,36.600499181915076
211,37.228999167867
212,36.14249919215217
213,37.42199916355312
214,38.10349914832041
215,37.387499164324254
216,35.999999195337296
217,37.985499150957914
218,37.41099916379899
219,37.02849917234853
220,37.37149916468188
221,37.66699915807694
222,36.93549917442724
223,37.36199916489422
224,38.0204991501756
225,35.191499213408676
226,35.452499207574874
227,36.327999188005926
228,36.49549918426201
229,36.98999917320907
230,37.12699917014688
231,37.09399917088449
232,37.31049916604534
233,36.445499185379596
234,35.576499204803255
235,35.07299921605736
236,35.67599920257926
237,35.62599920369685
238,36.76399917826056
239,34.828499221522364
240,35.79299919996411
241,35.98749919561669
242,36.94899917412549
243,36.70349917961285
244,37.431499163340774
245,36.37249918701127
246,37.73799915648997
247,36.62449918137863
248,37.65699915830046
249,37.42049916358665
250,37.78299915548414
251,36.309999188408256
252,36.25949918953702
253,37.24599916748703
254,35.81599919945002
255,37.10799917057157
256,35.58599920459092
257,37.61349915927276
258,36.715499179344626
259,36.230999190174046
260,34.598499226663264
261,37.34899916518479
262,36.99799917303026
263,37.2329991677776
264,37.76749915583059
265,36.88299917560071
266,37.74949915623292
267,36.56399918273091
268,34.660499225277455
269,33.85599924325943
270,36.209499190654604
271,37.14349916977808
272,37.540999160893264
273,36.58049918236211
274,37.72949915667996
275,37.51999916136265
276,37.9934991507791
277,36.2239991903305
278,35.530999205820265
279,36.04799919426441
280,37.3054991661571
281,37.38949916427955
282,35.61699920389801
283,37.197499168571085
284,36.56499918270856
285,36.134499192330985
286,37.14749916968867
287,35.80849919961766
288,34.100999237783256
289,33.429499252792446
290,33.96999924071133
291,35.47249920712784
292,34.44549923008308
293,35.93149919686839
294,37.98399915099144
295,36.82349917693064
296,38.08549914872274
297,37.047499171923846
298,37.447999162971975
299,37.257999167218806
300,37.414499163720755
301,36.99249917315319
302,37.23549916772172
303,37.717999156937005
304,37.23049916783348
305,36.94999917410314
306,36.9159991748631
307,36.73549917889759
308,37.20549916839227
309,35.866999198310076
310,37.202499168459326
311,36.84099917653948
312,37.12599917016924
313,35.85849919850007
314,35.27599921151996
315,36.04799919426441
316,34.91299921963364
317,32.8129992665723
318,36.415999186038974
319,36.84399917647242
320,35.897999197617175
321,35.75249920086935
322,34.51149922860786
323,34.19649923564866
324,36.07199919372797
325,37.08599917106331
326,37.49949916182086
327,38.41999914124608
328,38.235999145358804
329,38.20849914597348
330,36.85199917629361
331,38.86049913140014
332,38.61999913677573
333,35.120499214995654
334,37.571999160200356
335,37.814999154768884
336,36.17599919140339
337,37.36899916473776
338,38.17499914672226
339,35.549499205406754
340,35.84299919884652
341,37.25849916720763
342,37.13049917006865
343,36.16399919167161
344,37.36599916480482
345,35.73249920131639
346,36.556999182887374
347,36.23999918997288
348,36.02299919482321
349,35.97749919584021
350,32.31199927777052
351,29.962999330274762
352,34.140999236889186
353,34.37049923175946
354,35.068499216157946
355,34.66099922526628
356,35.36699920948595
357,37.7654991558753
358,36.33349918788299
359,37.43049916336313
360,38.275999144464734
361,38.43149914098903
362,37.62699915897101
363,36.13649919228628
364,35.886499197874215
365,35.58199920468032
366,34.715999224036935
367,36.83849917659536
368,38.37399914227426
369,36.60399918183684
370,34.47399922944605
371,36.26199918948114
372,35.4404992078431
373,36.9139991749078
374,36.50999918393791
375,37.61749915918335
376,37.32499916572124
377,36.85899917613715
378,36.95899917390197
379,37.89549915296957
380,37.15549916950986
381,38.15899914707988
382,37.67099915798754
383,34.28799923360348
384,37.74799915626645
385,38.4409991407767
386,37.82599915452302
387,38.30999914370477
388,38.30399914383888
389,37.80799915492535
390,37.038499172125015
391,35.11999921500683
392,36.39699918646365
393,35.23699921239167
394,37.08449917109683
395,36.63649918111041
396,37.99799915067852
397,37.32899916563183
398,37.345999165251854
399,36.189999191090465
