episode,score
0,0.7454999833367765
1,0.7809999825432896
2,0.7284999837167561
3,0.8384999812580645
4,0.7704999827779829
5,1.0579999763518573
6,1.4284999680705368
7,1.7279999613761903
8,2.1094999528490006
9,2.8599999360740185
10,2.9879999332129956
11,3.5664999202825127
12,4.027999909967184
13,5.7944998704828325
14,6.3964998570270835
15,6.548999853618443
16,9.772999781556427
17,11.429999744519591
18,14.314499680045992
19,14.162499683443457
20,22.594999494962394
21,23.535499473940583
22,29.74849933506921
23,30.657499314751476
24,31.865499287750573
25,35.24649921217933
26,36.692499179858714
27,36.73449917891994
28,37.757999156042935
29,36.5884991821833
30,37.59699915964156
31,38.205999146029356
32,38.25899914484471
33,38.474999140016735
34,38.09799914844334
35,38.39699914176017
36,38.35299914274365
37,37.95849915156141
38,37.72349915681407
39,37.61149915931746
40,37.48199916221201
41,36.83949917657301
42,37.082499171141535
43,36.66599918045104
44,35.73649920122698
45,36.04199919439852
46,35.805999199673536
47,36.98899917323142
48,37.44599916301668
49,37.043499172013256
50,37.34549916526303
51,37.27149916691705
52,37.15049916962162
53,37.5439991608262
54,37.59249915974215
55,37.540999160893264
56,37.05249917181209
57,36.56949918260798
58,37.15149916959926
59,36.15199919193983
60,37.61799915917218
61,36.93599917441607
62,36.75349917849526
63,37.96299915146083
64,37.05749917170033
65,37.33149916557595
66,37.095499170850964
67,37.05099917184562
68,36.25649918960407
69,35.16249921405688
70,36.46999918483198
71,36.08099919352681
72,37.13749916991219
73,35.16999921388924
74,36.33449918786064
75,36.28999918885529
76,36.021999194845556
77,35.71149920178577
78,36.914499174896626
79,36.5159991838038
80,35.73749920120463
81,37.715499156992884
82,37.548999160714445
83,35.37199920937419
84,36.89349917536602
85,36.74899917859584
86,37.3324991655536
87,37.54049916090444
88,36.79949917746708
89,36.78849917771295
90,37.61749915918335
91,37.10099917072803
92,37.36549916481599
93,37.250499167386444
94,37.25749916722998
95,36.55999918282032
96,37.37899916451424
97,36.751999178528784
98,37.70949915712699
99,36.61299918163568
100,35.37249920936301
101,36.62749918131158
102,35.61299920398742
103,36.26249918946996
104,37.270999166928235
105,37.38299916442484
106,37.19049916872755
107,36.360499187279494
108,36.74049917878583
109,36.64349918095395
110,37.24999916739762
111,37.146999169699846
112,36.481999184563755
113,35.829499199148266
114,36.050499194208534
115,36.63499918114394
116,33.72349924622104
117,35.94899919647723
118,35.493499206658456
119,35.69799920208752
120,36.30699918847531
121,36.70099917966873
122,37.122499170247465
123,37.38099916446954
124,37.41249916376546
125,36.99099917318672
126,35.64249920332804
127,35.08349921582267
128,36.06449919389561
129,36.93699917439371
130,36.26049918951467
131,35.20799921303988
132,34.97799921818078
133,36.440499185491355
134,34.06849923850969
135,36.16749919159338
136,35.67399920262396
137,36.82649917686358
138,37.978999151103196
139,37.12449917020276
140,35.731499201338735
141,35.44299920778722
142,37.49299916196615
143,36.49799918420613
144,37.38249916443601
145,37.330499165598305
146,34.28949923356995
147,34.23349923482165
148,34.63399922586977
149,36.05349919414148
150,35.68949920227751
151,35.41299920845777
152,36.40849918620661
153,36.32849918799475
154,35.862999198399486
155,35.97399919591844
156,36.60849918173626
157,36.35299918744713
158,36.47849918464199
159,35.14049921454862
160,36.82749917684123
161,37.11949917031452
162,37.13099917005748
163,35.99549919543788
164,35.84599919877947
165,34.192999235726894
166,35.95399919636547
167,37.352499165106565
168,37.578499160055074
169,37.28949916651472
170,37.105499170627446
171,36.69549917979166
172,34.92749921930954
173,35.58449920462444
174,34.69349922453985
175,34.8894992201589
176,36.78249917784706
177,36.0269991947338
178,33.9589992409572
179,34.64599922560156
180,36.538499183300885
181,35.843999198824164
182,35.03299921695143
183,36.14499919209629
184,37.17849916899577
185,37.15449916953221
186,37.250499167386444
187,36.636999181099235
188,36.422499185893685
189,35.50549920639023
190,37.56349916039035
191,37.16449916930869
192,37.022999172471465
193,35.904499197471885
194,34.868499220628294
195,36.216999190486966
196,36.81199917718768
197,36.39449918651953
198,36.95349917402491
199,37.436499163229016
200,37.01349917268381
201,35.87199919819832
202,36.02349919481203
203,36.18799919113517
204,35.67999920248985
205,35.4529992075637
206,36.94149917429313
207,36.45549918515608
208,35.88949919780716
209,35.03999921679497
210,36.97649917351082
211,35.01099921744317
212,34.601499226596204
213,37.1894991687499
214,36.96849917368964
215,35.9254991970025
216,33.84649924347177
217,33.78049924494699
218,35.399499208759515
219,36.522999183647336
220,36.69849917972461
221,36.12699919249862
222,36.581499182339755
223,35.841499198880044
224,36.83149917675182
225,35.39149920893833
226,35.15649921419099
227,35.379999209195375
228,35.94749919651076
