episode,score
0,0.6729999849572778
1,0.6029999865218997
2,0.6974999844096601
3,0.8044999820180238
4,0.8389999812468887
5,1.0624999762512743
6,1.161999974027276
7,1.1984999732114374
8,1.3024999708868563
9,1.335999970138073
10,1.2524999720044434
11,1.7059999618679285
12,2.1434999520890416
13,2.5649999426677823
14,3.4489999229088424
15,3.9024999127723277
16,5.519999876618385
17,6.749999849125743
18,10.147999773174524
19,10.6779997613281
20,15.428999655134977
21,19.178999571315945
22,28.151999370753764
23,31.01749930670485
24,33.87449924284592
25,35.098499215487394
26,36.27199918925762
27,37.79849915513769
28,38.12799914777279
29,37.004999172873795
30,38.14999914728105
31,37.821499154623595
32,38.31099914368242
33,38.351999142766
34,37.313999165967104
35,37.3759991645813
36,38.306499143783
37,37.893999153003094
38,37.172999169118704
39,37.66549915811047
40,37.685499157663436
41,37.47199916243553
42,38.14099914748222
43,37.412999163754286
44,37.42449916349724
45,37.20849916832522
46,37.597999159619214
47,37.72249915683642
48,37.95499915163964
49,37.12749917013571
50,37.25499916728586
51,37.660999158211055
52,36.792999177612366
53,37.01999917253852
54,36.449499185290186
55,37.194999168626964
56,37.29749916633591
57,36.78299917783588
58,37.16999916918576
59,37.38699916433543
60,37.611999159306286
61,37.50149916177615
62,37.86349915368483
63,37.43449916327372
64,36.55149918301031
65,35.52749920589849
66,37.56199916042387
67,35.90749919740483
68,36.502499184105545
69,36.672999180294575
70,36.581499182339755
71,36.45549918515608
72,36.803499177377674
73,37.35849916497246
74,37.064499171543865
75,37.548499160725626
76,37.11399917043745
77,37.31849916586653
78,38.16049914704636
79,37.18549916883931
80,37.202499168459326
81,37.44499916303903
82,37.062999171577395
83,37.296999166347085
84,36.224999190308154
85,35.935499196778984
86,35.88949919780716
87,36.39049918660894
88,35.72549920147285
89,36.37249918701127
90,37.39949916405603
91,37.28849916653708
92,36.2694991893135
93,37.03499917220324
94,37.84149915417656
95,36.48399918451905
96,35.64299920331687
97,36.95149917406961
98,36.91549917487428
99,37.79499915521592
100,37.159999169409275
101,36.06699919383973
102,37.91149915261194
103,37.685499157663436
104,36.7419991787523
105,36.710499179456384
106,36.93849917436019
107,35.189999213442206
108,36.42849918575958
109,36.99249917315319
110,37.14099916983396
111,36.400499186385424
112,36.14949919199571
